206, 0002749FF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1, F,1,1,1,1,0,1,1.11E+12,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1.01E+16,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1.01E+15,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1.00E+17,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1.00E+13,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.11E+14,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.01E+13,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1, 20AA2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0, 19FF,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1.01E+28,,
207, 0010749BD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1, F,1,1,1,1,0,1,1.10E+13,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1.11E+16,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1.10E+15,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1.01E+17,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,110000011,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1.10E+17,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.00E+13,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1, 37F6B,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1, 19BD,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1.01E+28,,
208, 0030749FD,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1, F,1,1,1,1,0,1,1.00E+14,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.11E+16,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1.10E+15,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1.11E+17,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1.10E+15,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1.01E+17,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.01E+13,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 10AB5,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1, 19FD,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1.01E+28,,
209, 0038449BF,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1, F,1,1,1,1,0,0,1.10E+13,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1.01E+16,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.11E+15,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1.00E+15,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1.10E+15,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1.00E+17,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.00E+13,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 16A00,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0, 19BF,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.01E+28,,
210, 0020F49BD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1, F,1,1,1,1,0,1,1.00E+13,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1.00E+15,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1.00E+13,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1.01E+16,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1.01E+15,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1.00E+17,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.01E+13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 3DEB7,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1, 19BD,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.01E+28,,
211, 0002F49BF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1, F,1,1,1,1,0,1,1100111011,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1.10E+17,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1.10E+13,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1.11E+16,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1.10E+15,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1.01E+17,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.01E+13,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 2536C,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0, 19BF,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1.01E+28,,
212, 000AC49AD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1, F,1,1,1,1,0,0,1.10E+15,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1.01E+17,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1.00E+14,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1.11E+16,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1.10E+15,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1.10E+17,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01E+13,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 337DF,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1, 19AD,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.01E+28,,
213, 0028E49BF,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1, F,1,1,1,1,0,0,1.10E+15,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1.00E+17,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1.11E+13,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1.01E+16,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1.11E+15,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1.11E+14,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.01E+13,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 0C328,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0, 19BF,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1.01E+28,,
214, 0038649BF,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1, F,1,1,1,1,0,0,1.01E+15,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1.00E+17,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1.00E+13,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1.00E+15,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1.00E+13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.01E+16,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.00E+13,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 1B18C,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0, 19BF,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1.01E+28,,
215, 001A649FD,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1, F,1,1,1,1,0,0,1.10E+15,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1.01E+17,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10010011100,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1.11E+17,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1.10E+13,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1.11E+16,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01E+13,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2642,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0, 19FD,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1.01E+28,,
216, 0002749BD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1, F,1,1,1,1,0,1,1.10E+15,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1.10E+17,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1.11E+15,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1.01E+17,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1.00E+14,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1.11E+16,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.01E+13,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 29AF8,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0, 19BD,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1.01E+28,,
217, 0012749BD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1, F,1,1,1,1,0,1,1.11E+15,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1.11E+14,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1.10E+15,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1.00E+17,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1.11E+13,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1.01E+16,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01E+13,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 2F053,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1, 19BD,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.01E+28,,
218, 0012749BD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1, F,1,1,1,1,0,1,1.11E+12,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1.01E+16,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1.01E+15,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1.00E+17,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1.00E+13,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.00E+15,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1.11E+15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01E+13,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 07B9C,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0, 19BD,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1.01E+28,,
219, 0030649FF,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1, F,1,1,1,1,0,0,1.10E+13,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1.11E+16,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1.10E+15,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1.01E+17,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,10110111001,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1.11E+17,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01E+13,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1.01E+28,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1.11E+31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1.00E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1.01E+19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0, 1F918,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0, 19FF,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1.10E+12,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.10E+12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1.01E+28,,
